2017-10-02 19:52:46, 74
2017-10-02 19:57:46, 73
2017-10-02 20:02:46, 70
2017-10-02 20:07:47, 74
2017-10-02 20:12:47, 78
2017-10-02 20:17:47, 75
2017-10-02 20:22:47, 73
2017-10-02 20:27:47, 69
2017-10-02 20:32:48, 70
2017-10-02 20:37:48, 74
2017-10-02 20:42:48, 76
2017-10-02 20:47:48, 80
2017-10-02 20:52:48, 80
2017-10-02 20:57:48, 78
2017-10-02 21:02:48, 75
2017-10-02 21:07:49, 84
2017-10-02 21:12:49, 83
2017-10-02 21:17:49, 83
2017-10-02 21:22:49, 84
2017-10-02 21:27:49, 80
2017-10-02 21:32:49, 81
2017-10-02 23:29:00, 22
2017-10-02 23:34:00, 22
2017-10-02 23:39:00, 22
2017-10-02 23:44:00, 22
2017-10-02 23:49:00, 22
2017-10-02 23:54:01, 22
2017-10-02 23:59:01, 22
2017-10-03 00:04:01, 22
2017-10-03 00:09:01, 22
2017-10-03 00:14:01, 22
2017-10-03 00:19:01, 22
2017-10-03 00:24:01, 21
2017-10-03 00:29:02, 21
2017-10-03 00:34:02, 21
2017-10-03 00:39:02, 21
2017-10-03 00:44:02, 21
2017-10-03 00:49:02, 21
2017-10-03 00:54:02, 21
2017-10-03 00:59:02, 22
2017-10-03 01:04:02, 22
2017-10-03 01:09:03, 22
2017-10-03 01:14:03, 22
2017-10-03 01:19:03, 22
2017-10-03 01:24:03, 23
2017-10-03 01:29:03, 22
2017-10-03 01:34:03, 22
2017-10-03 01:39:03, 20
2017-10-03 01:44:03, 21
2017-10-03 01:49:04, 20
2017-10-03 01:54:04, 20
2017-10-03 01:59:04, 20
2017-10-03 02:04:04, 20
2017-10-03 02:09:04, 20
2017-10-03 02:14:04, 20
2017-10-03 02:19:04, 20
2017-10-03 02:24:04, 20
2017-10-03 02:29:04, 20
2017-10-03 02:34:05, 20
2017-10-03 02:39:05, 20
2017-10-03 02:44:05, 20
2017-10-03 02:49:05, 20
2017-10-03 02:54:05, 20
2017-10-03 02:59:05, 20
2017-10-03 03:04:05, 20
2017-10-03 03:09:05, 20
2017-10-03 03:14:06, 20
2017-10-03 03:19:06, 20
2017-10-03 03:24:06, 20
2017-10-03 03:29:06, 20
2017-10-03 03:34:06, 20
2017-10-03 03:39:06, 20
2017-10-03 03:44:06, 20
2017-10-03 03:49:06, 20
2017-10-03 03:54:07, 20
2017-10-03 03:59:07, 20
2017-10-03 04:04:07, 20
2017-10-03 04:09:07, 20
2017-10-03 04:14:07, 20
2017-10-03 04:19:07, 20
2017-10-03 04:24:07, 20
2017-10-03 04:29:08, 20
2017-10-03 04:34:08, 20
2017-10-03 04:39:08, 20
2017-10-03 04:44:08, 20
2017-10-03 04:49:08, 20
2017-10-03 04:54:08, 20
2017-10-03 04:59:08, 20
2017-10-03 05:04:08, 20
2017-10-03 05:09:09, 20
2017-10-03 05:14:09, 20
2017-10-03 05:19:09, 20
2017-10-03 05:24:09, 20
2017-10-03 05:29:09, 20
2017-10-03 05:34:09, 20
2017-10-03 05:39:09, 20
2017-10-03 05:44:09, 20
2017-10-03 05:49:10, 20
2017-10-03 05:54:10, 20
2017-10-03 05:59:10, 20
2017-10-03 06:04:10, 20
2017-10-03 06:09:10, 20
2017-10-03 06:14:10, 20
2017-10-03 06:19:10, 20
